RUTA	NOMBRE	EXTENSION	TAMANO_BYTES	FECHA_MODIFICACION	ESTADO_GIT	CLASIFICACION	CONTIENE_DATOS_PERSONALES_POTENCIAL	OBSERVACIONES
archive/resultados_diagnostico/stress20/iter_20/archivo_listo_para_sies.xlsx	archivo_listo_para_sies.xlsx	.xlsx	11858216	2026-04-03T21:53:32.850452-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/stress20/iter_16/archivo_listo_para_sies.xlsx	archivo_listo_para_sies.xlsx	.xlsx	11858216	2026-04-03T21:53:32.571763-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/stress20/iter_11/archivo_listo_para_sies.xlsx	archivo_listo_para_sies.xlsx	.xlsx	11858217	2026-04-03T21:53:32.189208-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/stress20/iter_10/archivo_listo_para_sies.xlsx	archivo_listo_para_sies.xlsx	.xlsx	11858215	2026-04-03T21:53:32.006844-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/stress20/iter_17/archivo_listo_para_sies.xlsx	archivo_listo_para_sies.xlsx	.xlsx	11858217	2026-04-03T21:53:32.643143-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/stress20/iter_19/archivo_listo_para_sies.xlsx	archivo_listo_para_sies.xlsx	.xlsx	11858216	2026-04-03T21:53:32.783432-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/reporte_validacion.json	reporte_validacion.json	.json	1375	2026-04-03T21:53:30.911011-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/sies_ambiguedad_diagnostico.csv	sies_ambiguedad_diagnostico.csv	.csv	877	2026-04-03T21:53:30.911444-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/sies_codcarr_sin_mapeo.csv	sies_codcarr_sin_mapeo.csv	.csv	22	2026-04-03T21:53:30.911868-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/reporte_procedencia.csv	reporte_procedencia.csv	.csv	4547	2026-04-03T21:53:30.910056-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/carreras_avance_curricular_2025_pes_ready.csv	carreras_avance_curricular_2025_pes_ready.csv	.csv	1958	2026-04-03T21:53:30.900411-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/matricula_unificada_2026_oficial.xlsx	matricula_unificada_2026_oficial.xlsx	.xlsx	289652	2026-04-03T21:53:30.908567-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/matricula_unificada_2026_control.csv	matricula_unificada_2026_control.csv	.csv	170775	2026-04-03T21:53:30.906576-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/comparacion_versiones.md	comparacion_versiones.md	.md	872	2026-04-03T21:53:30.901572-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/diccionario_columnas.md	diccionario_columnas.md	.md	2235	2026-04-03T21:53:30.902990-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/matricula_avance_curricular_2025_pes_ready.csv	matricula_avance_curricular_2025_pes_ready.csv	.csv	151281	2026-04-03T21:53:30.905476-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/reporte_calidad_semantica.json	reporte_calidad_semantica.json	.json	586	2026-04-03T21:53:30.909539-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/matricula_avance_curricular_2025_control.csv	matricula_avance_curricular_2025_control.csv	.csv	154473	2026-04-03T21:53:30.904203-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/resultados_audit_codigo_py/carreras_avance_curricular_2025_control.csv	carreras_avance_curricular_2025_control.csv	.csv	2359	2026-04-03T21:53:30.899109-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/for_ing_fix/terminal_run.log	terminal_run.log	.log	717	2026-04-03T21:53:30.897670-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/for_ing_fix/FOR_ING_ACT_VALIDACION.txt	FOR_ING_ACT_VALIDACION.txt	.txt	682	2026-04-03T21:53:30.725515-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/for_ing_fix/archivo_listo_para_sies_actualizado.xlsx	archivo_listo_para_sies_actualizado.xlsx	.xlsx	7567906	2026-04-09T09:07:14.472222-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/resultados_diagnostico/for_ing_fix/archivo_listo_para_sies.xlsx	archivo_listo_para_sies.xlsx	.xlsx	10497958	2026-04-03T21:53:30.896508-03:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/CNED_CRUCE_END_TO_END_FINAL 2.json	CNED_CRUCE_END_TO_END_FINAL 2.json	.json	7616	2026-05-19T17:45:06-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/CNED_MATRIZ_DIAGNOSTICA_PROMEDIOS_35 2.json	CNED_MATRIZ_DIAGNOSTICA_PROMEDIOS_35 2.json	.json	3292	2026-05-28T08:51:27-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/CNED_resumen_comparacion 2.md	CNED_resumen_comparacion 2.md	.md	29990	2026-05-19T12:15:21-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/CNED_REVISION_MANUAL_46_COMPLETAR_CAMPOS_RESUMEN 2.md	CNED_REVISION_MANUAL_46_COMPLETAR_CAMPOS_RESUMEN 2.md	.md	681	2026-05-19T17:34:40-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/CNED_COMPARACION_TSV_ANTERIOR_VS_NUEVO_20260602_111240 2.md	CNED_COMPARACION_TSV_ANTERIOR_VS_NUEVO_20260602_111240 2.md	.md	1165	2026-06-02T11:12:41-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/DIAGNOSTICO_END_TO_END_CNED_MU_20260603_085809 2.md	DIAGNOSTICO_END_TO_END_CNED_MU_20260603_085809 2.md	.md	2974	2026-06-03T08:58:10-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/CNED_LISTO_CARGA_MANUAL_DESDE_DURACION_ESTUDIOS 2.json	CNED_LISTO_CARGA_MANUAL_DESDE_DURACION_ESTUDIOS 2.json	.json	477	2026-05-19T17:25:02-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/CNED_GUIA_OPERATIVA_CREACION_PROGRAMAS 2.json	CNED_GUIA_OPERATIVA_CREACION_PROGRAMAS 2.json	.json	3529	2026-05-20T13:01:35-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/CNED_CRUCE_FINAL_DURACION_ESTUDIOS_VS_CNED 2.json	CNED_CRUCE_FINAL_DURACION_ESTUDIOS_VS_CNED 2.json	.json	358	2026-05-28T08:51:27-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/DIAGNOSTICO_END_TO_END_CNED_MU_20260603_085809 2.json	DIAGNOSTICO_END_TO_END_CNED_MU_20260603_085809 2.json	.json	2947	2026-06-03T08:58:10-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/DESCARTADOS_LOGICA_AGRUPACION_INCORRECTA_20260519_135719/CNED_DELTA_DEPURADO_FALTANTES_REALES_2026_RESUMEN 2.md	CNED_DELTA_DEPURADO_FALTANTES_REALES_2026_RESUMEN 2.md	.md	782	2026-05-19T13:21:28-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/DESCARTADOS_SUPERADOS_20260519_135608/CNED_LISTO_CARGA_MANUAL_NUEVOS_PROGRAMAS_2026_FINAL 2.json	CNED_LISTO_CARGA_MANUAL_NUEVOS_PROGRAMAS_2026_FINAL 2.json	.json	28969	2026-05-19T13:50:54-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/resultados/DESCARTADOS_SUPERADOS_20260519_135608/CNED_nuevos_programas_para_crear 2.json	CNED_nuevos_programas_para_crear 2.json	.json	100649	2026-05-19T12:53:29-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/scripts/06_materializar_artefacto_operativo_cned_limpio 2.py	06_materializar_artefacto_operativo_cned_limpio 2.py	.py	95896	2026-06-03T10:55:33-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/cned_trabajo_previo_20260605/indices_2025/cned/auditoria/diagnostico_listado_referencia_cned 2.json	diagnostico_listado_referencia_cned 2.json	.json	947	2026-05-28T08:51:27-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/COMANDO_REPRODUCIBLE 2.sh	COMANDO_REPRODUCIBLE 2.sh	.sh	162	2026-06-22T13:47:46-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/auditoria_multicodcli_reconstruida 2.py	auditoria_multicodcli_reconstruida 2.py	.py	55849	2026-06-22T13:46:55-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/TRAZABILIDAD_RUT_CODCLI 2.xlsx	TRAZABILIDAD_RUT_CODCLI 2.xlsx	.xlsx	1392035	2026-06-22T13:47:43-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/CODCLI_VIGENTES_2026_1 2.xlsx	CODCLI_VIGENTES_2026_1 2.xlsx	.xlsx	578401	2026-06-22T13:47:45-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_brechas_20260622/MANIFEST_ARCHIVOS 2.csv	MANIFEST_ARCHIVOS 2.csv	.csv	4171	2026-06-22T14:02:05-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_brechas_20260622/cierre_brechas_multicodcli 2.py	cierre_brechas_multicodcli 2.py	.py	40456	2026-06-22T14:01:45-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_brechas_20260622/TRAZABILIDAD_CIERRE_RUT_CODCLI 2.xlsx	TRAZABILIDAD_CIERRE_RUT_CODCLI 2.xlsx	.xlsx	1302093	2026-06-22T14:02:02-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_brechas_20260622/RESOLUCION_6_MATCHES_AMBIGUOS 2.xlsx	RESOLUCION_6_MATCHES_AMBIGUOS 2.xlsx	.xlsx	6776	2026-06-22T14:02:04-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_brechas_20260622/CASOS_REVISION_MANUAL_REAL 2.xlsx	CASOS_REVISION_MANUAL_REAL 2.xlsx	.xlsx	217289	2026-06-22T14:02:05-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_brechas_20260622/DISTRIBUCION_REVISIONES_CRITICAS 2.xlsx	DISTRIBUCION_REVISIONES_CRITICAS 2.xlsx	.xlsx	229874	2026-06-22T14:02:04-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_brechas_20260622/HASHES_SHA256 2.txt	HASHES_SHA256 2.txt	.txt	3919	2026-06-22T14:02:05-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_brechas_20260622/REPORTE_CIERRE 2.md	REPORTE_CIERRE 2.md	.md	6151	2026-06-22T14:02:05-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_34_multivigentes_sies_20260623/RESUMEN_EJECUTIVO_CIERRE_34_MULTIVIGENTES_SIES.xlsx 2.bak_20260623_144723	RESUMEN_EJECUTIVO_CIERRE_34_MULTIVIGENTES_SIES.xlsx 2.bak_20260623_144723	.bak_20260623_144723	8388	2026-06-23T14:46:39-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_34_multivigentes_sies_20260623/RECTIFICACION_MATRICULA_UNIFICADA_PREGRADO_2026_CON_ENCABEZADOS.xlsx 2.bak_20260623_144539	RECTIFICACION_MATRICULA_UNIFICADA_PREGRADO_2026_CON_ENCABEZADOS.xlsx 2.bak_20260623_144539	.bak_20260623_144539	8281	2026-06-23T14:10:25-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_34_multivigentes_sies_20260623/RECTIFICACION_MATRICULA_UNIFICADA_PREGRADO_2026.csv 2.bak_20260623_144723	RECTIFICACION_MATRICULA_UNIFICADA_PREGRADO_2026.csv 2.bak_20260623_144723	.bak_20260623_144723	619	2026-06-23T14:46:39-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
archive/analisis_mu2026_invalidado_20260623_172936/repo/resultados/auditoria_multicodcli_reconstruida_2026/cierre_34_multivigentes_sies_20260623/CIERRE_34_MULTIVIGENTES_SIES_AUDITABLE.xlsx 2.bak_20260623_144436	CIERRE_34_MULTIVIGENTES_SIES_AUDITABLE.xlsx 2.bak_20260623_144436	.bak_20260623_144436	5590963	2026-06-23T13:30:52-04:00	TRACKED_OR_UNMODIFIED	código legacy o resultado histórico	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
